lemma	top	first_tag
موماة	W	W3
هاش-	Z	Z99
قحافة	M	M3fn
قحل-	A	A1.1.2
تقابض	Z	Z99
فسيلة	Z	Z99
وبيل	B	B2
فصفتة	Z	Z99
توكد	Z	Z99
فدرالية	Z	Z99
وبل	W	W4
فيدجي	Z	Z2
فيداكوفيتش	Z	Z99
مستفاد	X	X2.5
وكد	A	A7
متواكب	T	T1.1.2
وبي	Z	Z99
أوبه	X	X5.1
فصفات	Z	Z99
وبل-	Z	Z99
وبق-	L	L1
وبق	L	L1
أوباش	S	S5+/O4.2-c
فيرشبو	Z	Z99
متفصد	Z	Z99
فيردر	Z	Z99
أوبق	A	A1.1.2
فيدوتوف	Z	Z99
فصفت	Z	Z99
موبقة	Z	Z99
موبق	G	G2.1/H2
فصفاتي	Z	Z99
وكبان	Z	Z99
تترى	Z	Z99
توتير	N	N3.5
وكب-	Z	Z99
لوكهارت	Z	Z99
أفيد	N	N5
وتين	B	B1
وثئ	Z	Z99
فياح	A	A6.1
لوكسمبورغو	Z	Z99
متكأ	S	S8
فصفوري	Z	Z99
فايد	Z	Z1m
توتيد	O	O2/A1.7
مفصفت	Z	Z99
وكوب	Z	Z99
فصفر	Z	Z99
لياء	Z	Z99
فصفور	Z	Z99
وكب	Z	Z99
تفصفر	Z	Z99
أوتر	O	O1.1
فيرنر	Z	Z1m
فيرنك	Z	Z99
مفيض	Q	Q2.1
فصد-	Z	Z99
إفاضة	A	A1.1.1
ٱستفاضة	N	N5
فائظ	I	I1
وانتشوب	Z	Z99
واندرلي	Z	Z99
واه	Z	Z4
واين	Z	Z1mf
وبئ-	Z	Z99
ٱستفاض	F	F1
وايزمان	Z	Z99
واو	Z	Z99
فايظ	I	I1/S2mf
فايظجي	I	I1/S2mf
فيفري	T	T1.3
تفاصح	Z	Z99
واكد	Z	Z99
فيكان	Z	Z99
تفصيح	Z	Z99
فيفاء	W	W3
فيفا	Z	Z99
وكيد	A	A7
فصح	S	S9/T1.3
فيغارو	Z	Z3c
فيغو	Z	Z99
مفصح	A	A7
فيشر	Z	Z3
فيشخابور	Z	Z99
مفصد	Z	Z99
وبر-	Z	Z99
فصادة	Z	Z99
موبخ	Q	Q2.2/G2.1
فيريرو	Z	Z99
فيروزج	O	O4.3
موبر	O	O1.1
وبش	O	O4.2
أوبر	O	O4.5
وبري	Z	Z99
فصيد	Z	Z99
توبيخ	Q	Q2.2/G2.1
فصاد	Z	Z99
فيش	S	S1.2.5
فياش	Z	Z99
فيشة	Z	Z99
فيشاوي	Z	Z99
وبؤ-	Z	Z99
فاش-	S	S1.2.3+/Q2.2
فصد	Z	Z99
وبئ	B	B2
ٱنفصد	O	O1.2/N5
وبأ	B	B2-/S5
توكؤ	E	E3
أفيح	X	X3.5
فوهي	B	B1
موجبة	Z	Z5/A2.2
أفوه	A	A4.2
فاصمة	Z	Z99
فصامي	B	B2-/X1
توقل	M	M1
مفصوم	B	B2-/X1
متوجب	S	S6
فونيم	Z	Z99
فونولوجيا	Z	Z99
فاه-	Q	Q3
فصى-	M	M2/A6.1
مستوجب	S	S1.1.4
فاء-	A	A2.1
لوكاندة	H	H4/H1
وقوقة	L	L2/X3.2
فيء	O	O4.3
مفصلة	O	O2
وقواق	L	L2
أفاء	A	A9
إيجابية	Z	Z99
فصم	X	X3.2
وقوق	L	L2/X3.2
فيأ	Z	Z99
فصم-	N	N5-/A2.1
موجوب	S	S6
فونوغرافي	K	K3
وجدي	Z	Z99
وجز-	Z	Z99
فولكسفاجن	Z	Z3c
لوكاشنكو	Z	Z99
ميجار	A	A1.1.1
وجار	W	W3
وقاف	S	S7.1+/S2mf
فولر	Z	Z99
وجازة	T	T1.3
فولذ	Z	Z99
فولذة	Z	Z99
ٱفتض	S	S3.2/T2
ٱلتاث	Z	Z99
فصية	Z	Z99
وجرة	A	A15
تفصى	Z	Z99
وجودية	Z	Z99
فوليك	Z	Z99
فوم	F	F1
فون	Z	Z99
موجدة	E	E1
ليبرالية	G	G1.2
موجد	T	T2+/S2mf
وجر	W	W3
منيف	S	S1.2.3
واجد	A	A10
ليوبوف	Z	Z99
مفصول	X	X5.2
فياكوم	Z	Z99
ليوتنان	G	G3/S7.1+/S2mf
واقية	H	H1/A10
فيتيس	Z	Z99
وثاب	A	A1.3
وقية	Z	Z99
وثير	O	O4.5
فصلة	Q	Q3
فيتوري	Z	Z99
وثق	Q	Q1.2
فيتون	Z	Z99
ميثرة	N	N5.1
وثار	Z	Z99
وثب	M	M1
تواثب	M	M1
فيث	Z	Z99
ليونيل	Z	Z1m
وثء	B	B2
فيجيستي	Z	Z99
أوثأ	B	B2
وثاء	B	B2
تكأة	S	S8
أوثب	Z	Z99
توثب	M	M1
لوكسمبورغ	Z	Z2
واثب	Z	Z99
ليور	Z	Z99
ٱستوثق	Z	Z99
وقاء	S	S8
فيتالي	Z	Z99
وثل	O	O2
فيتشنزا	Z	Z99
وثيل	O	O2
فيبر	Z	Z1mf
فياللي	Z	Z99
واق	Z	Z99
ٱنفصالية	G	G1.2
توقى	A	A1.3
توثقة	G	G2.1
ميثاقي	G	G3
وثاقة	O	O4.5
وثوق	E	E6
لياندرو	Z	Z99
فيتور	Z	Z99
فيتو	S	S7.4
وقائية	S	S8
فيتنامي	Z	Z2/S2mf
فيصلية	Z	Z99
لوكايو	Z	Z99
وئام	A	A6.1
توكيدي	A	A7
قبج	L	L2mfn
قبازرد	Z	Z99
لوت	L	L2mfnc
فشخ-	Z	Z99
قبح-	Z	Z99
هيول	Z	Z99
هيولي	A	A1.6
قبيبة	Z	Z99
هيولى	Z	Z99
هيولاني	A	A1.6
تقبب	X	X3.2+/A2.1
مقبب	O	O4.4/H1
ٱستقبح	Z	Z99
فشة	B	B1
مستقبح	Z	Z99
توكل	E	E6
قبودان	G	G3/S7.1+/S2mf
تواكل	X	X5.2
هيكلي	O	O4.1
مقبحة	Z	Z99
أقبح	Z	Z99
فش	A	A2.2
قبيحة	Z	Z99
قباحة	O	O4.2
إيكال	S	S7.4
ٱنهيال	W	W4
وكل	S	S7.4
قاف	Z	Z99
قانا	Z	Z99
قاورمة	Z	Z99
واكل	E	E6
قاظمبور	Z	Z99
فاشر	Z	Z99
ماجليف	Z	Z99
هليوبوليس	Z	Z99
قاديشا	Z	Z99
هيليكوبتر	M	M5
هيلمان	Z	Z99
قاوند	L	L2mfn
قاوق	B	B5
فشخة	N	N3.3
تكلة	Z	Z99
مستهيل	Z	Z99
فشخ	Z	Z99
فشر-	S	S1.2.3+/Q2.2
فشر	Q	Q2.2
فشار	Z	Z99
هيلاري	Z	Z99
قبب	Z	Z99
لوبياء	Z	Z99
ٱنفش	N	N5-/A2.1
هيشة	E	E3
فسو	Z	Z99
موكم	E	E3
هيش	L	L3
ٱنقبض	B	B3/S2mf
هاض-	Z	Z99
هيضة	B	B2
فساء	Z	Z99
قبص-	Z	Z99
قبصة	E	E3
مهيض	A	A1.1.2
فسا-	Z	Z99
هيسكي	Z	Z99
قباضة	G	G1.1/I1.1
هيروتشي	Z	Z99
قبوضة	O	O4.1
هيرد	Z	Z1mf
قباض	Z	Z99
قبضاي	E	E3-/S2mf
هيروين	F	F3
هيسب	Z	Z99
وكن	L	L2
فسوليا	F	F1
لوبيز	Z	Z99
قابس	Z	Z99
هاط-	Q	Q2.2/X3.2
هيف	Z	Z99
هيوف	O	O4.1
لوكهيد	Z	Z99
قبار	L	L3
هيفان	O	O4.1
قبري	Z	Z99
هيفي	Z	Z99
قبر-	A	A10
أقبر	A	A10
ٱتكال	E	E6
أهيف	A	A13.4
فاسياء	Z	Z99
مقبري	Z	Z99
قبسة	Z	Z99
ماجور	A	A11.1
قبيسي	Z	Z99
قابوس	X	X4.1/A5.1
مقبس	O	O3
هيط	Z	Z99
قبس-	A	A2.2
قبرس	O	O1.1
مقبور	A	A9
هياط	X	X3.2/E4.2
وكفان	A	A1.7
قادروف	Z	Z99
مفشى	A	A1.7
مفشيات	Z	Z99
فيلج	Z	Z99
وكز-	E	E3
وكراوي	Z	Z5
وارطان	Z	Z99
وارسو	Z	Z2
وارن	Z	Z1mf
فص-	F	F1/L3
فيلانويفا	Z	Z99
ماتشالا	Z	Z99
وكرة	L	L2
ٱستوأر	Z	Z99
ماتفيف	Z	Z99
فيليبي	Z	Z99
تؤدة	N	N3.8
فيليبس	Z	Z3c
فشا-	M	M2
فيليبو	Z	Z99
وكز	O	O4.4
فيلكاوي	Z	Z5
إفشاء	A	A10
متئد	N	N3.8
فيلهلم	Z	Z99
فصص	F	F1/L3
فيلالي	Z	Z99
فيلولة	Z	Z99
متوكد	A	A4.2
مابوتو	Z	Z99
ماتساريللي	Z	Z99
فيولة	Z	Z99
فال-	Z	Z99
واءم	Z	Z99
موكد	A	A4.2
فكتوريا	Z	Z1f
والتون	Z	Z1mf
فيكوفيتش	Z	Z99
والترز	Z	Z99
والتر	Z	Z1m
وكر	L	L2
واط	N	N3.1/O3
فيلادلفيا	Z	Z2
ٱفتص	A	A1.1.2
تفصص	Z	Z99
فصة	L	L3
فيال	Z	Z99
تفصح	Z	Z99
والاس	Z	Z1mf
مفصص	Z	Z99
ٱتأد	A	A7
فيليبوسيس	Z	Z99
مستهام	Z	Z99
فيوم	Z	Z99
هيمان	X	X5.2+/N5.2
وكاعة	S	S1.2.5
فشفاش	B	B1
فيومي	Z	Z5
فيولنتشللو	Z	Z99
فشك	Z	Z99
فيهقة	Z	Z99
تفيهق	Z	Z99
متفيهق	A	A5.3+++/S2mf
فيورنتينا	Z	Z99
فيولين	K	K2
هيوم	X	X2.5
هيام	Z	Z99
فييرا	Z	Z99
هيليوم	O	O1.3
فيينا	Z	Z2
قابكو	Z	Z99
وكف	A	A1.7
هيم	X	X2.5
فشير	Z	Z99
ميكعة	Z	Z99
فيوميتشينو	Z	Z99
ٱستهيم	X	X5.1
ٱستهام	X	X5.1
لوتس	Z	Z3c
هينغيس	Z	Z99
وابور	Z	Z99
فينان	N	N3.7
فينوس	Z	Z1/W1
وكسة	I	I1.3/A2.1
ماتيو	Z	Z99
فين	Z	Z99
توأد	A	A7
ماتينيه	K	K4
واتسوشي	Z	Z99
فيليبيني	Z	Z2/S2mf
واترفورد	Z	Z99
وكع-	Z	Z99
وا	Z	Z4
فشيك	Z	Z99
فينيقيا	Z	Z99
فينيكس	S	S9
هينم	Z	Z99
فشكة	Z	Z99
ماثيو	Z	Z1m
فينيسي	Z	Z2
هيون	Z	Z99
هيونداي	Z	Z99
هيومن	Z	Z99
لوتشا	Z	Z1m
هيوراكان	Z	Z99
هنادي	Z	Z99
أقلص	T	T1.3
مونيك	Z	Z99
مونيكا	Z	Z1f
تمحص	A	A10+/N6
مونيخ	Z	Z2
مونولوجست	Z	Z99
ٱستكمن	Z	Z99
موه	N	N5
مائية	F	F2
ميازاوا	Z	Z99
تكميلي	T	T2
تكميل	T	T2
مويلير	Z	Z99
مويا	Z	Z99
تمويهي	A	A5.4
تكاملي	A	A1.8
كمنة	Z	Z99
ٱنمحص	Z	Z99
كمانجي	K	K2/S2mf
مونتوبان	Z	Z99
مونتي	Z	Z1m
ٱمحص	Z	Z99
كمنجا	Z	Z99
مونبولييه	Z	Z99
كمه	Z	Z99
ملفاف	O	O2
مونتيفيديو	Z	Z99
مونسنيور	S	S7.1+/S2.2m
مونوتيب	Z	Z99
مونروفي	Z	Z99
مونروفيا	Z	Z2
مونتينيغرو	Z	Z99
مونديالي	Z	Z99
كمالة	N	N5
كمالي	O	O4.2
كامع	S	S3.2
ٱنكماشي	O	O4.1
ميدة	H	H2
كميع	S	S3.2
تمايد	Z	Z99
ماد-	M	M2
ملتف	M	M2
كماشة	Z	Z99
ميداء	N	N3.1
كمش	X	X9.1
ميدل	Z	Z99
ميداوي	Z	Z99
أمحص	A	A10+/N6
كميش	X	X9.1
ميحوحة	J	JJ
ميح	J	JJ
ميتورولوجيا	Y	Y1/W4
ميثا	Z	Z99
ميثولوجيا	S	S9/Q2.2
ميتران	Z	Z1mf
ميتدور	Z	Z99
ميانمار	Z	Z2
ميتافيزيقا	A	A1.6
ميج	Z	Z99
ميجاوات	Z	Z99
تمايح	M	M1
ٱستماح	Q	Q2.1
تميح	M	M1
ملفف	O	O4.1
ميجاواتي	Z	Z99
ميجور	Z	Z99
أكمه	Z	Z99
كميون	M	M3fn
موساوي	Z	Z99
كنز-	I	I2.2/H1c
كندشن	Z	Z99
موستار	Z	Z99
كنزي	Z	Z99
موزمبيقي	Z	Z2/S2mf
لفيف	S	S5+c
مكندش	O	O1.3
مسطرده	F	F1
موغابي	Z	Z1
لفيفة	O	O2
موسيقية	Z	Z99
موسيفيني	Z	Z99
موسكوي	Z	Z99
كندش	L	L2mfn
كنزة	B	B5
ٱكتناز	S	S5+c
مورينة	Z	Z99
موريوكا	Z	Z99
موزي	F	F1
موريطاني	Z	Z2/S2mf
كنائسي	S	S9
موريشيوس	Z	Z2
موريطانيا	Z	Z2
كناسة	O	O2
كناس	B	B4/S2mf
كنس-	B	B4
كنس	B	B4
موزمبيق	Z	Z2
موزايكو	C	C1
تموقع	Z	Z99
ٱستمال	O	O4.2
كنار	O	O2
مومية	O	O1.2
كنين	A	A10
موم	O	O1.1
كنب	Z	Z99
مكنب	E	E3-/S1.2
تمون	Z	Z99
كنة	A	A10
موناكو	Z	Z2
محض-	Z	Z99
ٱكتن	Z	Z99
ٱستكن	Z	Z99
مونا	Z	Z1f
كنبة	H	H5
كنبيه	H	H5
كندري	Z	Z99
كندر	Z	Z99
كنديناوا	Z	Z99
كندرة	B	B5
كندرجي	B	B5/S2mf
كندوز	F	F1
متمول	I	I1/S2mf
مولدافيا	Z	Z2
كنتوري	O	O4.4
مولوتوف	Z	Z99
كنجرو	L	L2mfn
كنود	S	S1.2.3
مولدافي	Z	Z99
كمشة	N	N5
ميدلزبره	Z	Z2
كليشيه	A	A6.2
كليريديس	Z	Z99
تميع	Z	Z99
أماع	A	A2.1
ميع	O	O4.5
كليم	H	H5
كليك	Z	Z99
ٱنماع	Z	Z99
كليدار	Z	Z99
كلوسه	Z	Z99
كلوروفورم	Z	Z99
ميعة	A	A11.1
كليبانوف	Z	Z99
كليبرز	Z	Z99
تمياط	Z	Z99
كليمنتس	Z	Z99
ميساتام	Z	Z99
ماجن	E	E4.1+/S2mf
ميسلون	Z	Z99
مياس	Z	Z99
تكميم	S	S7.4
ميس	X	X7
كمام	V	VV0
كمم	V	VV0
كم-	O	O2
ٱستلفات	Z	Z99
ميط	M	M2
أماط	N	N3.3
كلينتوني	Z	Z1mf
ميسمر	Z	Z99
ميشيلي	Z	Z99
كلورة	Z	Z99
كلور	Z	Z99
كالم	Z	Z99
ميكانزم	O	O2
ميكا	Z	Z99
ميغيل	Z	Z1m
ميغان	Z	Z1f
ميغاهيرتز	Z	Z99
ميكاني	O	O2
مكلكل	E	E3-/S1.2
كلاكيع	Z	Z99
ميكايل	Z	Z99
ميكانيكية	Y	Y1
كلكل	B	B1
كلكلة	Z	Z99
تكلكل	Z	Z99
كلماني	Q	Q3/X9.1
تكلام	Q	Q3/X9.1
تمييع	O	O4.6
إماعة	O	O4.6
كلاوي	B	B1
كلوب	Z	Z99
ميوعة	O	O4.5
كلوتن	Z	Z99
مائع	A	A6.3
كواليني	C	C1/S2mf
كليمات	Z	Z99
ميغابت	Y	Y2
ميغابايت	Y	Y2
ميسان	Z	Z99
ميرتس	Z	Z99
ميردجلال	Z	Z99
كميد	E	E4.1
ميرالاي	Z	Z99
ميار	I	I2.2/S2mfc
محص-	A	A7+/Q2.2
كماد	Z	Z99
كمد	E	E4.1
كمدة	E	E4.1
كمد-	Z	Z99
ٱستلفت	O	O4.2
أكمد	E	E4.1
ٱكمد	Z	Z99
ميديكال	Z	Z99
تكميد	Z	Z99
كمرك	A	A6.2
كمروني	Z	Z5
كمرون	Z	Z2
كمركي	A	A6.2
كمساري	K	K2/S2mf
تكمش	B	B3/S2mf
مكمور	Z	Z99
كمرة	W	W2
ميدوز	Z	Z99
كامد	E	E4.1
ميدور	Z	Z99
مكمد	Z	Z99
كمر	B	B5
مكمدة	Z	Z99
ميركافا	Z	Z99
كمخا	O	O1.1
لفات	E	E3
كمبوشة	K	K4/Q2.2/S2mf
كمبريت	Z	Z99
كمبيالة	Z	Z99
مجوسية	Z	Z99
كمبيو	Z	Z99
لفوت	E	E3
إلفات	M	M6
ميزوبوتاميا	Z	Z2
ميزوبوتامي	Z	Z99
كمء	L	L3
ميزانين	H	H2
كمبالا	Z	Z2
كمبارس	Z	Z99
كمت-	Z	Z99
ميرون	Z	Z99
ميرفت	Z	Z99
ميرلواء	Z	Z99
كمخ-	Z	Z99
أكمخ	Z	Z99
كماخ	S	S1.2.3
ميرغني	Z	Z99
كامخ	O	O1.2/F1
ميرنيي	Z	Z99
كمح	Z	Z99
ميروسلاف	Z	Z99
كمثرى	F	F1
ميرور	Z	Z99
ميرو	Z	Z99
أكمح	Z	Z99
كمح-	Z	Z99
موريسكي	Z	Z99
مكنسة	B	B4/O2
مكور	Z	Z99
منعة	S	S8
كوارة	H	H1/L2
ٱمحق	L	L1
تمنطق	Z	Z99
ٱنمحق	L	L1
لفف	Z	Z99
تلفف	Z	Z99
تكور	Z	Z99
منفيلا	A	A6.2-/S2mf
كورة	Z	Z99
منغنيس	O	O1.1
ممنوعية	Z	Z99
ممتنع	S	S1.1.3
كورال	K	K2/S5c
كورب	I	I2.1
منستير	Z	Z99
ملغى	T	T2
منشوبية	S	S9/S2.2m
كورسك	Z	Z99
لاغية	Q	Q3
مندل	Z	Z99
كورسيكا	Z	Z2
كوردون	A	A10
كورجة	N	N5
منصوني	W	W4
منطر	Z	Z99
كوربيس	Z	Z99
منصون	W	W4
منشوريا	Z	Z99
منشوري	Z	Z99
منلوج	Q	Q2.1
منه	Z	Z1m
كوتور	Z	Z99
كوتشينة	Z	Z99
كوتش	O	O1.1
كوتيديان	Z	Z99
منومتر	Z	Z99
منولوجست	Z	Z99
كوثة	N	N5
كوتزر	Z	Z99
محق-	A	A1.1.2
مهجة	A	A11.1
كوبيل	O	O2
مهاتير	Z	Z99
كوتا	N	N5
كوتر	I	I4/S2mf
كوتبوس	Z	Z99
كوثر	N	N5
منولوج	Q	Q2.1
كودرين	Z	Z99
أمحق	N	N5-/A2.1
مناة	Z	Z99
تمحق	L	L1
ٱستمنى	Z	Z99
منا-	E	E6
منى-	E	E6
تمنية	Z	Z99
ٱستمناء	B	B1
كوثل	Z	Z99
كود	Z	Z99
كودة	N	N5
كودي	Q	Q1.1
إمناء	Z	Z99
كورسيه	B	B5
كورك	Z	Z99
ملياردير	I	I1.1/S2mf
مليجرام	N	N3.5
مليخوليا	Z	Z99
ملية	Z	Z99
كوك	F	F2
إملائي	Q	Q3
تكويك	F	F2
كوفائين	O	O1
ملييت	Z	Z99
تكوف	S	S5+c
مليوناري	I	I1.1++/S2mf
مليلة	Z	Z99
كوفاسيفيتش	Z	Z99
كوفية	Z	Z99
كوكا	Z	Z99
مملاة	K	K3
كوكتيل	F	F2
كويكب	W	W1
كواكبي	Z	Z99
كول	Z	Z1mf
ملنخولي	Z	Z99
كولخوز	Z	Z99
كولان	Z	Z99
ملا-	Z	Z99
كوكبي	W	W1
ملو	Z	Z99
ملوة	Z	Z99
ملى	W	W3
ٱستملى	S	S5
كاع	Z	Z99
كوع	B	B1
ممتن	S	S1.2.4
مناحيم	Z	Z99
كوريل	Z	Z99
كوز	O	O2
ممنونية	Z	Z99
كويس	A	A5.1
أكوس	Z	Z99
كوريتخا	Z	Z99
منتول	O	O1.1
ٱستمنح	Z	Z99
كورنيكوفا	Z	Z99
منجو	F	F1
كورية	Z	Z2
كورويدوف	Z	Z99
ممنون	S	S1.2.4
ٱمتنان	Z	Z99
تمنن	M	M3/O2
كوش	A	A9
كوسوفو	Z	Z99
ٱمتحق	L	L1
كوشة	Z	Z99
ممادو	Z	Z99
مم	Z	Z5
ٱمتن	Z	Z99
منان	S	S1.2.2
كوستا	Z	Z99
كوسبي	Z	Z99
منون	S	S9
كوستاريكي	Z	Z99
كوسج	Z	Z99
كوستيللو	Z	Z99
مماهد	H	H1
ٱكتناه	X	X2.4
تكنهات	Z	Z99
تماوج	A	A2.1
كنهور	W	W4
كنى-	Q	Q2.2
ٱكتنى	Z	Z99
تكنى	Z	Z99
ٱستكنه	O	O2
ٱكتنه	O	O2
كنفاس	O	O1.1
مواجة	O	O2/Q1.3
كنكة	Z	Z99
مواج	O	O4.4
كنكينا	B	B3
كنكن	Z	Z99
مكني	Z	Z99
كهربة	O	O3
أمحض	Z	Z99
موتان	L	L1
تماوت	Z	Z99
موات	L	L1
تكهرب	Z	Z99
كهرب	O	O3
موتورز	Z	Z99
موتوسيكل	M	M3fn
موتور	O	O3
موتزي	Z	Z99
مكنى	Z	Z99
كنفدرالية	S	S5+c
كنفدرالي	S	S8+/S2mf
مورفين	B	B3
مورنينغ	Z	Z99
مورو	Z	Z99
كناش	Q	Q1.2
مورفولوجيا	Z	Z99
مورس	Z	Z1mf
مورغينستيرن	Z	Z99
مورومبي	Z	Z99
موريتانيا	Z	Z2
مكناسي	Z	Z5
مكناس	Z	Z99
موريسكو	Z	Z99
كانسة	B	B4/S2mf
موريتاني	Z	Z2/S2mf
كنصول	O	O3
كنغر	L	L2mfn
موردخاي	Z	Z99
موخيكا	Z	Z99
مودينغي	Z	Z99
موفين	Z	Z99
مموج	O	O4.4
مائج	X	X3.2+/A2.1
مكتنف	M	M6
تمويج	O	O4.4
موار	O	O2
مورافيك	Z	Z99
كنف-	S	S8+/A15
موراتينوس	Z	Z99
كانف	H	H1/A10
أكنف	H	H1/A10
موراتزم	B	B2
موبينيل	Z	Z99
موبيليا	H	H5
كوافير	B	B4/S2mf
كوازار	Z	Z99
كواجي	Z	Z99
كوافيرة	Z	Z99
مهل-	Z	Z99
مهكة	Z	Z99
كوال	Z	Z99
كهاية	Z	Z99
تماهل	Z	Z99
كهنوتية	Z	Z99
مكهن	Z	Z99
متكهن	Q	Q2.2/T1.1.3
كاهية	G	G3/S7.1+/S2mf
كهنجي	Z	Z99
كوالا	Z	Z99
مهك	X	X5.2
ممهور	A	A1.7
كوبري	H	H1
كوبرز	Z	Z99
كوبنهاغ	Z	Z2
أمهر	Z	Z99
مهر-	Z	Z99
مهران	Z	Z99
كوبة	O	O2
كوالالمبور	Z	Z99
أمهق	O	O4.3
أمحوضة	Z	Z99
مهق	Z	Z99
مهرجاني	K	K1/S1.1.3
مهردار	Z	Z99
كهنوتي	S	S9
ٱستمهل	Z	Z99
مكهرب	O	O3
كهاربي	Y	Y1
كهيربي	Y	Y1
كهرطيسي	O	O3
كهرطة	Z	Z99
ٱمتهان	S	S7.2
كهرمان	O	O4.3
كهيرب	Y	Y1
ماهن	Z	Z99
موارتن	Z	Z99
موبوتو	Z	Z99
مو	Z	Z6
مهى	Z	Z99
مهايني	Z	Z99
مهاة	Z	Z99
تكهف	Z	Z99
كهل-	Z	Z99
كهن-	X	X2.6
كهامة	Z	Z99
إمهالي	T	T4
مهيلة	Z	Z99
إمهال	Z	Z99
متمهل	N	N3.8
كهولي	N	N4
ٱكتهل	Z	Z99
مهن-	Z	Z99
متماهل	N	N3.8
ميكروباص	Z	Z99
ميكروبيولوجيا	Y	Y1/L2
منتن	X	X3.5
تلفيقة	A	A5.2
كسم	O	O4.4
نتانة	X	X3.1
نتونة	X	X3.1
كسم-	Z	Z99
كسليك	Z	Z99
ٱنتثار	M	M1
ناثر	Z	Z99
نثير	M	M1
نثرات	Z	Z99
ٱنتثر	Z	Z99
نثرة	O	O2
كسيم	S	S6
تكسيم	O	O4.4
مجن-	E	E4.1
ٱكتسى	Z	Z99
تكسى	Z	Z99
منتاف	O	O2
نتيف	O	O4.1
كسيامين	Z	Z99
تكسي	B	B5
نتن-	X	X3.5
مكسم	B	B2
كسي-	Z	Z99
أنتن	X	X3.5
مكسال	X	X5.2-/S1.2
نجب-	Z	Z99
كسع-	Z	Z99
كسرى	Z	Z99
ٱكتسع	E	E5
كسف-	Q	Q2.2/G2.1
كسف	O	O4.3
ٱنكسف	E	E1/B1
نجيح	A	A5.1
مكسور	A	A1.1.2
نجدي	Z	Z5
أنجد	S	S8
كسرونة	F	F1
كسروان	Z	Z99
ناجد	S	S8
كسوف	Z	Z99
ٱنكساف	Z	Z99
كسكاس	Z	Z99
ٱستنجب	X	X7
نجب	G	G2.2
كسل-	Z	Z99
ٱنتجب	X	X7
ممجمج	Q	Q1.2
نجابة	S	S7.1+c
إنجابي	B	B3/B1
ٱنتجاب	A	A5.1
كاسف	E	E4.1
كسيف	E	E4.1
كسكس	N	NN1
كسكسو	Z	Z99
كش-	E	E2
نتفة	Z	Z99
كشكش	M	M1
تمجن	S	S7.2
كشكشي	S	S7.2-/Q1.2
ناتئ	O	O4.4
نتأة	W	W3
كشكول	K	K2
مستنتج	A	A1.1.1/S2mf
نتح-	Z	Z99
نترات	O	O1.3
مكشاف	O	O3
تلفيق	A	A5.2
نتحة	Z	Z99
نتح	A	A1.1.1
نتوح	A	A1.1.1
نتء	O	O4.4
نتأ-	O	O4.1
كظر	F	F1
نبو	A	A6.1
كظيظ	N	N5.2
نبا-	A	A6.1
تماجن	Z	Z99
نابه	G	G2.2
كظري	B	B1
كظة	Z	Z99
كشنى	Z	Z99
كشمش	F	F1
تكضض	Z	Z99
ٱكتض	Z	Z99
كظ-	N	N5.2
كشيف	A	A10
كشافي	X	X2.4
كشر-	B	B1
نتف	Z	Z99
كاشح	Z	Z99
كشر	B	B1
كشرة	O	O4.2
نتف-	E	E5
كشاحة	S	S1.2.2
كشح	Z	Z99
كشتبان	O	O2
كشة	Z	Z99
كشح-	Z	Z99
ٱنكشح	Z	Z99
تكشيرة	Z	Z99
مكاشر	Z	Z5
نتش	N	N5
تكاشف	Z	Z99
نتساريم	Z	Z99
نتس	Z	Z99
كشاف	O	O3
نتروجين	O	O1.3
منتاش	O	O2
كشط	M	M2
كشط-	N	N3.3
مكشطة	O	O2
نتوع	Z	Z99
نتع-	Z	Z99
نجاد	N	N3.7
كزكزة	Z	Z99
منجوم	Z	Z99
كزكز	Z	Z99
نجام	S	S9/S2mf
نجيمة	Z	Z99
نجمي	A	A11.1
نجماوي	Z	Z99
كزرونة	F	F1
مكزبر	O	O4.4
كزازة	O	O1.2
ٱستنجى	A	A1.7
مجريط	Z	Z2
نجى	S	S8
كزافييه	Z	Z99
ملافاة	M	M2
تنجم	Z	Z99
نجيع	A	A1.5.2
نجفة	H	H5
نجاعة	A	A1.5.2
نجعة	Z	Z99
نجع	A	A1.5.2
كاسب	X	X9.2+/S7.3/S2mf
ماجل	O	O2
كسبة	Z	Z99
منجلة	Z	Z99
أنجم	Z	Z99
منجلي	O	O2/F4
منجل	O	O2
نجيل	Z	Z99
أنجل	N	N3.7
كزاز	B	B2
كزز	Z	Z99
نحاتة	F	F1
تلقب	Z	Z99
نحر-	L	L1
نحات	C	C1/S2mf
نحيب	E	E4.1
كريستيانو	Z	Z99
لفيثاني	Z	Z99
كريستال	O	O1.1
كريتيان	Z	Z99
منحر	B	B1
منحور	L	L1
كريس	Z	Z1mf
نحرير	X	X9.1
نحير	L	L1
نحب-	E	E4.1
كريطة	M	M3fn
نجوة	N	N3.7
لفيثان	Z	Z99
نجوى	Q	Q2.1
كز-	A	A1.1.2
كز	Z	Z99
نجو	B	B1
كريكار	Z	Z99
كريك	O	O2
منجاة	A	A15
تنجية	S	S8
كرارطي	M	M3
منجى	A	A15
كريغ	Z	Z1mf
نجي	A	A10
ٱستنجع	X	X2.4
مجمج	Q	Q1.2
نجز	X	X9.2
تلفلف	Z	Z99
ناجز	Z	Z99
منجوري	Z	Z99
منجر	O	O4.4
منجور	O	O2
لفلفة	A	A1.1.1
كسيد	A	A2.1
